Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Sweden,SWE,GDP per capita (constant LCU),NY.GDP.PCAP.KN,418002.880949164,431846.583991772,436475.152535729,438493.065908322,441676.800409308,448369.664342063,436214.381652015,459347.544324681,462889.657813465,459275.38126035,..
Sweden,SWE,GDP per capita (current LCU),NY.GDP.PCAP.CN,408791.051256638,431846.583991772,443685.809403023,455661.623564358,470977.219742012,489687.55080195,484957.369732694,524671.194590608,559287.117186985,589042.58970039,..
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,59583.7140001673,51197.9529341175,51820.3972482676,53300.8587281785,54181.9069780904,51773.0464558993,52653.7565934247,61174.9680215622,55296.9371472535,55516.836477474,..
Sweden,SWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.28578395441843,3.31186785391841,1.07180853468192,0.462320331608908,0.726062678868416,1.51533065050118,-2.71099578243886,5.30316368411722,0.771118411875221,-0.780807367826782,..
Sweden,SWE,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,57085.3853654573,58975.9778926613,59608.087457127,59883.6677647245,60318.4607271017,61232.48485041,59572.4747686329,62731.7006162929,63215.4363098276,62721.8455255166,..
Sweden,SWE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,46841.4019746739,48785.1551864585,50289.7687144135,51474.1199115161,53122.438677218,57046.4463076951,57489.2657196218,62731.7006162929,66375.6164555727,67198.0200377525,..
Sweden,SWE,"GDP, PPP (constant 2021 international $)",NY.GDP.MKTP.PP.KD,553506175895.864,577916576902.076,591496118524.505,602291845509.934,613753246048.856,629401792506.576,616780162313.504,653401537327.891,662936550870.42,660877004663.215,..
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,454179386100.656,478054809710.972,499029649583.466,517711152885.815,540532181742.57,586373975348.365,595211778250.692,653401537327.891,696077173608.22,708040808266.424,..
Sweden,SWE,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,3963683000000,4231745000000,4402731999999.99,4582907000000,4792294000000,5033443000000,5020977999999.99,5464876000000.01,5865211000000.01,6206525000000,..
Sweden,SWE,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,26.2754867127366,25.8927700038637,26.4390383062153,26.2619555666305,26.255213056628,25.8359933747139,26.5311658405992,25.7524415924533,25.3239653270786,26.0484570673606,..
Sweden,SWE,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1.24747681692784,2.17504622847451,3.732262739615,0.121765494087242,0.817754032311214,0.266974403404177,-1.77735047341537,3.27050281524855,-0.13223386969608,1.48730530176458,..
Sweden,SWE,General government final consumption expenditure (constant 2015 US$),NE.CON.GOVT.KD,127138261549.887,129903577512.676,134751920333.608,134916001675.195,136019282719.127,136382419387.681,133958425811.038,138339539898.451,138156608171.524,140211418729.597,..
Sweden,SWE,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1072391000000,1095716000000,1136611000000,1137995000000,1147301000000,1150364000000,1129918000000,1166872000000,1165329000000,1182661000000,..
Sweden,SWE,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1041477000000,1095716000000,1164040000000,1203561000000,1258227000000,1300440000000,1332124000000,1407339000000,1485304000000,1616704000000,..
Sweden,SWE,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,151801433800.943,129903577512.676,135954348627.996,140786126182.699,144748271070.658,137491223582.974,144634017804.33,164091185504.619,146852590393.397,152373178391.278,..
Sweden,SWE,Gini index,SI.POV.GINI,28.4,29.2,29.6,28.8,30,29.3,28.9,29.8,31.6,..,..
Sweden,SWE,GNI (constant 2015 US$),NY.GNP.MKTP.KD,488523800676.342,505274264709.006,515646025685.725,529764262692.568,539645976129.366,560129090205.121,552293079744.935,589699072369.376,592512862513.015,585988036249.251,..
Sweden,SWE,GNI (constant LCU),NY.GNP.MKTP.KN,4120620502000,4261908000000,4349392153000,4468477235000,4551827915000,4724599722000,4658504221000,4974017815000,4997751687000,4942715816000,..
Sweden,SWE,GNI (current LCU),NY.GNP.MKTP.CN,4046655000000,4261908000000,4414143000000,4648003000000,4878929000000,5179500000000,5198034000000,5688429000000,6117372000000,6436158000000,..
Sweden,SWE,GNI (current US$),NY.GNP.MKTP.CD,589823904990.464,505274264709.006,515550957283.109,543698522015.555,561279115315.834,547611418095.424,564371291338.878,663252463172.592,604826974545.303,606603219320.577,..
Sweden,SWE,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,2.09523622852672,3.00720824976169,1.88919260581288,3.0026668995208,2.28422475266426,3.65004498575318,-1.4123466752408,6.52329167651222,1.61342919024625,-0.875613010176863,..
Sweden,SWE,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,50383.4837554795,51562.8813157548,51964.2858733675,52672.5163842231,53035.3441342232,54493.165476488,53343.9101455279,56615.7615925804,56500.0663694985,55614.3591471403,..
Sweden,SWE,GNI per capita (constant LCU),NY.GNP.PCAP.KN,424976.666106305,434924.696806449,438310.480359687,444284.291992064,447344.686313231,459641.177298671,449947.391505163,477544.937691362,476569.06689949,469098.267453964,..
Sweden,SWE,GNI per capita (current LCU),NY.GNP.PCAP.CN,417348.297409992,434924.696806449,444835.754203456,462133.879939525,479491.53698389,503896.968611485,502058.542463463,546134.045635045,583332.355927243,610836.365927936,..
Sweden,SWE,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1.27399643168769,2.34084162579791,0.778475809283435,1.36291781740547,0.688836939844322,2.74877323049931,-2.10898985388518,6.13350509575781,-0.204351614863697,-1.56762156094801,..
Sweden,SWE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,61350,57910,53980,52330,55090,56230,54670,60530,62630,60480,..
Sweden,SWE,"GNI per capita, PPP (constant 2021 international $)",NY.GNP.PCAP.PP.KD,58109.8735596151,59470.1336685971,59933.0942729557,60749.9330933242,61168.4010734018,62849.7817076319,61524.2861882289,65297.8814167126,65164.4441415657,64142.9122651306,..
Sweden,SWE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,47820,49130,50420,52210,54080,58700,59520,65300,69230,69680,..
Sweden,SWE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,594888205373.475,567474033628.429,535614018916.551,526295146293.764,560529218436.062,577957195589.11,565987150162.984,630468749414.475,656812074615.211,637220146302.212,..
Sweden,SWE,"GNI, PPP (constant 2021 international $)",NY.GNP.MKTP.PP.KD,563439726120.12,582758901263.446,594721188783.552,611004480572.861,622401570959.693,646025804147.415,636988128641.229,680130391536.89,683375681010.395,675850261945.968,..
Sweden,SWE,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,463686748829.598,481462285167.388,500323034538.852,525064766041.887,550303912267.715,603388973574.72,616200879698.648,680130391536.89,726003380214.295,734237357047.69,..
Sweden,SWE,GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,4046655000000,4261908000000,4414142999999.99,4648003000000,4878929000000,5179500000000,5198033999999.99,5688429000000.01,6117372000000.01,6436158000000,..
Sweden,SWE,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,180391311212.35,151616384003.021,151054851947.999,166109782944.91,180649935023.501,179171472073.203,172672483366.549,213746380155.912,221182196200.279,222812640216.861,..
Sweden,SWE,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,161382541690.335,137227574018.702,139415949502.661,152937644956.802,167524277460.163,156566883005.935,146816906662.451,183210569398.388,197618526229.411,189390564329.988,..
Sweden,SWE,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,22.8641392361599,23.788437157721,24.3267362174214,25.0752415442862,25.3084848300209,24.4595597883993,24.410184629369,25.2564742548596,26.9258173320619,24.9988036783869,..
Sweden,SWE,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,6.69464591208838,8.4907308378815,4.73363886333699,4.16249307977957,2.25053655885765,-0.312928447131185,-1.42494409592305,9.06366525195554,4.91091233576051,-6.43771013754753,..
Sweden,SWE,Gross capital formation (constant 2015 US$),NE.GDI.TOTL.KD,110005873535.057,119346176162.779,124995593139.527,130198526053.989,133128691481.928,132712093934.987,130821020787.885,142678200191.29,149685001524.925,140048715007.367,..
Sweden,SWE,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,927882034000,1006666000000,1054317933000,1098203844000,1122919323000,1119405389000,1103454488000,1203467909000,1262569163000,1181288620000,..
Sweden,SWE,Gross capital formation (current LCU),NE.GDI.TOTL.CN,906262000000,1006666000000,1071041000000,1149175000000,1212857000000,1231158000000,1225630000000,1380235000000,1579256000000,1551557000000,..
Sweden,SWE,Gross capital formation (current US$),NE.GDI.TOTL.CD,132093047661.456,119346176162.779,125092506708.427,134424342892.469,139528840031.207,130166266682.021,133071539317.301,160930946577.17,156141661568.484,146233120933.23,..
Sweden,SWE,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,4035474703928.57,4231745000000,4341606931436.93,4408138641034.75,4470968294173.47,4588933497709.94,4508688617795.95,4785911207942.02,4788529745951.4,4763269530320.44,..
Sweden,SWE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,25.9574743994411,27.0482980425333,26.8838303126332,26.9424625025121,26.960678956675,28.4209039418942,28.5992888238108,29.5777799898845,28.8313583262392,28.9759728672647,..
Sweden,SWE,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1028872000000,1144615000000,1183623000000,1234748000000,1292035000000,1430550000000,1435964000000,1616389000000,1691020000000,1798401000000,..
Sweden,SWE,Gross domestic savings (current US$),NY.GDS.TOTL.CD,149964180483.72,135700841618.331,138241550106.624,144434214578.102,148637592749.78,151247323903.158,155908340921.999,188465740839.005,167191812185.951,169497988742.561,..
Sweden,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.6928339122982,23.2389238954616,23.8501230599546,24.5654123027153,24.5884538803337,23.8249842106089,24.5218561005446,25.0511631004985,25.5495667589793,25.0302383378783,..
Sweden,SWE,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,5.57948781554533,6.93079879798462,5.07634623128455,4.06875100343946,1.37080249931027,0.0621199462343043,1.64482679967884,7.29981305996208,0.259175064421129,-1.3616813653103,..
Sweden,SWE,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,109032457419.42,116589277667.658,122507753070.622,127492288502.974,129239955980.201,129320239771.369,131447333732.537,141042743367.317,141408290988.301,139482760640.909,..
Sweden,SWE,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,919671424000,983412000000,1033333398000,1075377161000,1090118458000,1090795639000,1108737338000,1189673091000,1192756427000,1176514885000,..
Sweden,SWE,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,899472000000,983412000000,1050057000000,1125810000000,1178351000000,1199217000000,1231237000000,1369015000000,1498536000000,1553508000000,..
Sweden,SWE,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,131103364993.947,116589277667.658,122641675077.547,131691230205.818,135559219413.016,126789250308.744,133680313679.019,159622730787.398,148160843435.256,146417001266.947,..
Sweden,SWE,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,96.9066648367188,96.7401391151877,97.4429059047882,98.1327790417741,98.3478058733458,96.0386558465051,95.8108958055582,95.6786942649751,98.0944590058226,96.0228308111222,..
Sweden,SWE,Gross national expenditure (constant 2015 US$),NE.DAB.TOTL.KD,463676330387.187,485343598165.111,501161525573.146,512588407941.703,521296871497.97,522770128462.215,511127235852.801,542061285487.604,557271212211.177,542785695600.46,..
Sweden,SWE,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,3911036045000,4093796000000,4227217700000,4323601634000,4397056138000,4409482826000,4311276880000,4572200665000,4700493976000,4578310949000,..
Sweden,SWE,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,3841073000000,4093796000000,4290150000000,4497334000000,4713116000000,4834051000000,4810644000000,5228722000000,5753447000000,5959681000000,..
Sweden,SWE,Gross national expenditure (current US$),NE.DAB.TOTL.CD,559859112331.898,485343598165.111,501069163230.128,526074068543.051,542203745711.59,511088236944.802,522310813367.443,609652110581.8,568845566726.488,561695607957.989,..
Sweden,SWE,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,98.2111378111832,100,101.488740454507,104.018232499354,107.187987873718,109.62852540204,111.58281256109,114.35897903663,122.400901466446,130.172045245239,..
Sweden,SWE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,26.2842608570896,26.1686779637915,25.8523848944459,26.8737108114358,27.1551676200889,29.3945142529843,30.0284115759879,31.864061687584,31.3459203909417,31.0820933045731,..
Sweden,SWE,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,25.7453323613729,25.9834731603509,25.7855539005179,26.4973403402934,26.6729741004115,28.565616759356,29.0055805517972,30.6118167211013,30.0538265585411,29.9731282462559,..
Sweden,SWE,Gross savings (current LCU),NY.GNS.ICTR.CN,1041824779268.12,1107391721298.85,1138211222510.94,1231597173937.05,1301355468547.47,1479556120050.84,1507719938979.8,1741331459789.98,1838504370820.76,1929117891471.66,..
Sweden,SWE,Gross savings (current US$),NY.GNS.ICTR.CD,151852124686.623,131287802956.825,132937669974.872,144065647803.607,149709833059.211,156428579023.613,163699169520.516,203033628424.584,181773649909.117,181817960872.873,..
Sweden,SWE,Gross value added at basic prices (GVA) (constant 2015 US$),NY.GDP.FCST.KD,427015976136.282,445398801735.935,454357542095.489,463200371909.804,472341652643.317,485305317893.274,473927359032.363,503157552449.37,511588788367.771,510774009033.366,..
Sweden,SWE,Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,3601811792000,3756868000000,3832433549000,3907021411000,3984126659000,4093473112000,3997501840000,4244053869000,4315170002000,4308297468000,..
Sweden,SWE,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,3518801000000,3756868000000,3895309000000,4054802000000,4239104000000,4464679000000,4452634000000,4849192000000,5206989000000,5552683000000,..
Sweden,SWE,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,512886061871.929,445398801735.935,454953607951.421,474309042929.989,487672713181.892,472035756063.492,483440239221.096,565400137436.334,514817049438.987,523336341908.735,..
Sweden,SWE,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,47.1558144281468,46.3559359082364,45.9850156675446,46.1390335871969,46.0406853168858,45.0827991893422,44.1346486680483,43.9107310028626,44.7037796253195,43.7743181571008,..
Sweden,SWE,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,2.8788055510439,3.92525216243291,2.30085157251621,2.60663743272873,1.84948837118949,0.720200763592089,-3.16754698794725,6.32530046851723,2.32429603920605,-2.54561828128524,..
Sweden,SWE,Households and NPISHs Final consumption expenditure (constant 2015 US$),NE.CON.PRVT.KD,223782883079.497,232566925536.73,237917945300.094,244119603521.465,248634567200.389,250425235251.92,242492898255.638,257831302685.123,263824065441.267,257108111800.964,..
Sweden,SWE,Households and NPISHs Final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1887573000000,1961665000000,2006800000000,2059110000000,2097193000000,2112297000000,2045389000000,2174766000000,2225314000000,2168666000000,..
Sweden,SWE,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,1869107000000,1961665000000,2024597000000,2114509000000,2206405000000,2269217000000,2215991000000,2399667000000,2621971000000,2716864000000,..
Sweden,SWE,Households and NPISHs Final consumption expenditure (current US$),NE.CON.PRVT.CD,272433402300.174,232566925536.73,236463322883.402,247343949237.681,253828052514.893,239916814236.17,240598984590.199,279793427771.355,259235303538.108,256062459755.677,..
Sweden,SWE,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,23079.655973323,23733.2902484686,23976.2075302282,24271.9162497686,24435.3157781634,24363.0691972701,23421.4764766768,24753.8384370764,25157.3900760257,24401.3563158478,..
Sweden,SWE,Households and NPISHs Final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1.86306924708211,2.8320798018006,1.02352973067134,1.23334234226849,0.67320407137737,-0.295664609163126,-3.86483621159998,5.68863351431452,1.63025883834177,-3.00521539751598,..
Sweden,SWE,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",NE.CON.PRVT.PP.KD,230232411400.456,239269614107.574,244774852786.321,251155245724.956,255800332788.272,257642608738.284,249481658045.526,265262122530.744,271427599538.24,264518088943.941,..
Sweden,SWE,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,204886678612.042,210901763308.674,217134659080.061,222957914012.737,232981015110.259,244452645949.536,241229539765.697,265262122530.744,298139314924.677,301133991937.584,..
Sweden,SWE,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,1869107000000,1961665000000,2024596999999.99,2114509000000,2206405000000,2269217000000,2215991000000,2399667000000,2621971000000.01,2716864000000,..
Sweden,SWE,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"IFC, private nonguaranteed (NFL, US$)",DT.NFL.NIFC.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"IMF repurchases and charges (TDS, current US$)",DT.TDS.DIMF.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,40.3646558011829,40.4486565234909,40.3533533269797,42.027014731043,44.2387507945047,44.2798696637669,40.0708387887778,42.9783402221752,51.974737140744,51.1944284442583,..
Sweden,SWE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,6.50278135538163,5.77504268492659,5.46202914790345,4.4399075687372,4.08383079424262,2.02300036404084,-6.25817408848441,12.8222499178476,9.6646805341593,-1.09412022579254,..
Sweden,SWE,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,237547594509.485,206006899777.01,209929700867.052,228414116183.025,246027989926.624,237895489919.234,221406429979.887,275348323149.161,304101208976.108,304194384467.286,309525682943.453
Sweden,SWE,Imports of goods and services (constant 2015 US$),NE.IMP.GNFS.KD,191850745019.986,202930207436.24,214014314516.308,223516352264.699,232644381888.653,237350778581.181,222496953657.197,251026069114.721,275286936752.116,272274966698.147,..
Sweden,SWE,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1618230498000,1711684000000,1805176679000,1885324855000,1962318332000,2002016039000,1876726390000,2117364938000,2322001495000,2296596007000,..
Sweden,SWE,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1599927000000,1711684000000,1776650000000,1926059000000,2120051000000,2228802000000,2011948000000,2348713000000,3048428000000,3177395000000,..
Sweden,SWE,Imports of goods and services (current US$),NE.IMP.GNFS.CD,233198824915.808,202930207436.24,207504289792.387,225300076530.665,243893762279.478,235643869847.267,218445221956.354,273852355814.846,301399274779.953,299467172193.893,..
Sweden,SWE,"Imports of goods, services and primary income (BoP, current US$)",BM.GSR.TOTL.CD,290967644318.119,249588316920.71,253507882082.048,270329787476.88,295084144416.602,281364752724.232,256941476497.515,323757135367.841,355559081225.364,368913712595.2,..
Sweden,SWE,Income share held by fourth 20%,SI.DST.04TH.20,22.9,22.8,22.8,23.1,23.2,23,23.1,23.2,22.7,..,..
Sweden,SWE,Income share held by highest 10%,SI.DST.10TH.10,22.2,22.9,23.3,22.3,22.9,22.7,22.4,22.7,24.7,..,..
Sweden,SWE,Income share held by highest 20%,SI.DST.05TH.20,37,37.6,37.8,37.1,37.8,37.5,37.2,37.7,39.1,..,..
Sweden,SWE,Income share held by lowest 10%,SI.DST.FRST.10,3.1,2.9,3,3,2.7,2.9,3,2.8,2.5,..,..
Sweden,SWE,Income share held by lowest 20%,SI.DST.FRST.20,8.4,8.2,8.1,8.3,7.8,8.1,8.2,7.8,7.4,..,..
Sweden,SWE,Income share held by second 20%,SI.DST.02ND.20,14,13.9,13.8,13.9,13.7,13.8,13.8,13.7,13.5,..,..
Sweden,SWE,Income share held by third 20%,SI.DST.03RD.20,17.7,17.5,17.5,17.6,17.6,17.6,17.7,17.6,17.3,..,..
Sweden,SWE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,21.6085141016575,22.2836678486062,21.9558674023311,22.1637052639296,22.1851163555491,22.2925738902775,21.8123640454111,23.055527700903,24.0248816282995,23.2510140537579,..
Sweden,SWE,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,-0.258866051453225,6.43922212486152,-0.0866693955808557,2.74275664763337,1.65683103272727,1.88803411138778,-0.987834588419332,10.2535879560166,2.05466264132339,-2.55661397178876,..
Sweden,SWE,"Industry (including construction), value added (constant 2015 US$)",NV.IND.TOTL.KD,105033438271.756,111796774667.453,111699881078.57,114763536992.251,116664974887.394,118867649409.31,117693433654.004,129761233392.173,132427388977.603,129041731848.526,..
Sweden,SWE,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,885940334000,942988000000,942170718000,968012168000,984050494000,1002629703000,992725380000,1094515350000,1117003948000,1088446469000,..
Sweden,SWE,"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,856493000000,942988000000,966658000000,1015742000000,1063176000000,1122084000000,1095194000000,1259956000000,1409110000000,1443080000000,..
Sweden,SWE,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,124838921493.677,111796774667.453,112901067605.96,118816064479.546,122309319259.417,118634233123.31,118909582362.599,146906803352.751,139319259659.464,136009242429.589,..
Sweden,SWE,"Industry (including construction), value added per worker (constant 2015 US$)",NV.IND.EMPL.KD,119480.093063457,127512.272797592,125790.849138193,126980.923872676,126929.74856075,126834.526484211,128167.750271954,141857.969187371,148055.196243852,142450.615956427,..
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.179638494114635,-0.0467847449832812,0.984269244577992,1.79449904665589,1.95353530127028,1.78415097403835,0.497367318853572,2.16319736447153,8.36929098869189,8.54862489748902,2.83581658224034
Sweden,SWE,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.83270691050184,2.25343232544076,1.65202001199931,2.22655133855243,2.61612019490897,2.42065007708676,1.79366288715698,2.7406333444759,5.78193714856063,6.14906969650426,..
Sweden,SWE,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,1.83270691050184,2.25343232544076,1.65202001199931,2.22655133855243,2.61612019490897,2.42065007708676,1.79366288715698,2.7406333444759,5.78193714856063,6.14906969650426,..
Sweden,SWE,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,6.99395463666978,7.15848174387419,7.15727917682322,6.09243647414227,5.63622360933882,4.98818479992732,6.49583156882382,6.33082349047354,5.34482072353472,6.01214186542402,..
Sweden,SWE,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.99385608681333,3.42258572103828,3.45317304780784,3.86572094315775,3.97667634837868,3.35383649981726,3.42444072829539,3.23668285505798,2.70655310436722,2.82372362699204,..
Sweden,SWE,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Listed domestic companies, total",CM.MKT.LDOM.NO,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,25.1057412504048,22.3641201781535,22.5902511563955,23.6583334391847,21.6820740622165,23.112280707632,19.115353334061,20.0616076737578,..,..,..
Sweden,SWE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.0440047804025,13.7629512175237,13.4787218481616,13.3346803677229,13.3725935846173,13.1358594902138,12.6405652444603,13.4735170569286,14.0346869021421,14.1907105828141,..
Sweden,SWE,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,-2.00583753247184,6.80635148743734,1.82318045785379,3.05082391584499,2.98426872716139,-1.14971071444597,-6.22645244104643,19.1849435341598,4.82614022256425,-5.54776460144654,..
Sweden,SWE,"Manufacturing, value added (constant 2015 US$)",NV.IND.MANF.KD,64648296959.5653,69048487281.2755,70307365807.8314,72452319738.4973,74614491658.5563,73756640853.4285,69164218688.5763,82433334989.8225,86411683326.5674,81617766547.462,..
Sweden,SWE,"Manufacturing, value added (constant LCU)",NV.IND.MANF.KN,545298095000,582413000000,593031440000,611123785000,629361361000,622125526000,583389176000,695312060000,728868795000,688432870000,..
Sweden,SWE,"Manufacturing, value added (current LCU)",NV.IND.MANF.CN,517023000000,582413000000,593432000000,611116000000,640854000000,661186000000,634680000000,736311000000,823164000000,880750000000,..
Sweden,SWE,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,75359160795.7399,69048487281.2755,69310041764.0366,71485079932.1898,73724779796.2654,69905010731.7001,68909739949.1729,85851486308.623,81386548288.1554,83010048139.9926,..
Sweden,SWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,44.6492383942387,51.6130067185023,50.94211670814,51.1084456719175,51.6174430393255,51.8851553846131,50.3101861468966,49.0938754724323,49.929251915495,..,..
Sweden,SWE,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS,130.317333651556,127.493031834385,128.880999343135,132.490229454798,132.864761636077,131.506604922317,138.235180476792,135.618447701284,134.945545863567,127.818932494431,..
Sweden,SWE,Multidimensional poverty headcount ratio (UNDP) (% of population),SI.POV.MPUN,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,1.1,1.3,1.4,1,1.7,2.3,2.2,1.5,2.4,..,..
Sweden,SWE,Multilateral debt service (% of public and publicly guaranteed debt service),DT.TDS.MLAT.PG.ZS,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Multilateral debt service (TDS, current US$)",DT.TDS.MLAT.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Czechia (current US$)",DC.DAC.CZEL.CD,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,..,..,..,..,..,..,..,..,..,..,..
